object_id,x,y,object_type,Celltype,TCM contributions,Cell centres
114,165.1858138419,219.980211619,point,B,,True
115,75.4254996646,157.0920232986,point,B,,True
116,55.165566773,211.5426407984,point,B,,True
117,61.5338823117,226.2776257931,point,B,,True
118,37.3196694271,199.8315211628,point,B,,True
119,48.143594557,158.7383073134,point,A,,True
120,115.8467856626,145.3949972727,point,A,,True
121,144.8651474486,175.0542789338,point,B,,True
122,144.482352243,154.5043818628,point,A,,True
123,147.7240493364,184.5651066458,point,B,,True
124,155.5684028742,228.2707548327,point,A,,True
125,117.6591266189,246.7545188544,point,B,,True
126,58.6930884713,158.2787474565,point,B,,True
127,96.3866250841,134.5181227344,point,B,,True
128,38.4551457739,193.9740387639,point,B,,True
129,60.9596745855,180.0615296715,point,B,,True
130,144.7059524173,170.9259308508,point,A,,True
131,55.1142020518,153.5097192443,point,B,,True
132,107.9177584547,140.688186019,point,B,,True
133,143.1316862479,192.0447950112,point,A,,True
134,130.8972199918,251.9150456692,point,A,,True
135,59.5294438635,244.7387700277,point,B,,True
136,157.6511187153,160.7266643995,point,A,,True
137,68.046408083,230.4680443083,point,A,,True
138,106.5140401035,140.3745812376,point,A,,True
139,123.1299385474,149.9409114748,point,A,,True
140,120.9965323566,247.4695041024,point,B,,True
141,76.9265816626,140.8790797117,point,A,,True
142,87.1696956435,142.3396148681,point,A,,True
143,36.3806563953,205.8431127175,point,B,,True
144,122.0581154221,255.0171056096,point,B,,True
145,76.2784369709,251.8631433225,point,B,,True
146,69.2590780596,230.3582294986,point,A,,True
147,117.8443013487,154.6854101786,point,B,,True
148,125.3886443666,232.3633090916,point,B,,True
149,70.9209942239,171.5508482801,point,A,,True
150,334.9815806205,257.6117911141,point,B,,True
151,349.1443000957,312.6887857812,point,B,,True
152,272.356454402,334.9591193759,point,A,,True
153,265.0856923326,280.0654324544,point,A,,True
154,332.8749663471,331.3064416831,point,A,,True
155,297.5893902756,341.7718044519,point,A,,True
156,262.1059773545,278.2776687181,point,A,,True
157,357.838042593,288.5973952888,point,A,,True
158,335.4352356461,276.0374092959,point,A,,True
159,248.8615053939,290.2330295697,point,A,,True
160,333.0486085259,328.6480884489,point,B,,True
161,237.8776077164,306.5493425355,point,B,,True
162,262.6525640274,242.460261282,point,A,,True
163,240.284295969,295.4671895985,point,B,,True
164,339.3116664844,326.8808657796,point,B,,True
165,335.2449829907,242.5174869142,point,B,,True
166,239.7422154169,316.4093781838,point,A,,True
167,276.541078621,338.1629007374,point,A,,True
168,341.3716858518,351.5627138069,point,A,,True
169,265.9102539591,267.9058873971,point,A,,True
170,334.3715735152,269.1288210748,point,A,,True
171,309.9094126217,354.6705666445,point,B,,True
172,351.8057028301,262.4866907769,point,B,,True
173,250.0473598413,271.6131123181,point,B,,True
174,282.5786333269,242.0179417936,point,A,,True
175,268.19458791,263.2307651862,point,B,,True
176,340.149564684,267.0661507652,point,A,,True
177,247.1375139165,260.9672759261,point,B,,True
178,316.9875495989,337.6863409151,point,B,,True
179,260.5473284226,341.269461068,point,B,,True
180,336.3528635058,282.8839348465,point,A,,True
181,328.3184115526,350.91505407,point,A,,True
182,255.6762127244,276.3517704618,point,B,,True
183,255.5784939968,278.568225629,point,B,,True
184,308.263124638,258.9654777037,point,A,,True
185,343.4473817985,329.3279247224,point,A,,True
186,362.0267952799,301.639240134,point,A,,True
187,361.7853440631,312.38232788,point,A,,True
188,347.0214803293,314.5486556457,point,A,,True
189,304.5105024262,247.8846060911,point,B,,True
190,245.0589633978,289.9794888635,point,B,,True
191,290.6246622811,344.9467630465,point,A,,True
192,310.2549193866,351.1934907415,point,A,,True
193,244.7942903574,263.0885358053,point,A,,True
194,263.637425317,333.5444779758,point,B,,True
195,253.6112426079,298.0523586842,point,A,,True
196,333.0008744583,273.2241264068,point,A,,True
197,311.4226841117,339.6543170754,point,A,,True
198,258.8016529736,330.9167121124,point,A,,True
199,267.0998451101,251.2983346421,point,B,,True
200,342.2063558417,322.4456745727,point,B,,True
201,327.8064654676,236.555845708,point,A,,True
202,249.1438308082,310.7432875309,point,A,,True
203,338.7662168911,278.6046274883,point,A,,True
204,330.7907592307,260.1458955561,point,A,,True
205,257.969433747,280.5106148131,point,A,,True
206,358.0810119839,302.061168538,point,A,,True
207,332.6621297572,267.0377562882,point,A,,True
208,334.7018965563,249.4705327296,point,A,,True
209,363.1847146517,274.3499543069,point,A,,True
210,253.0482415226,265.8010464887,point,A,,True
211,263.0698533526,270.0013887192,point,B,,True
212,260.7501523184,257.2449713455,point,A,,True
213,329.2204568354,332.5436207496,point,B,,True
214,340.9290506305,255.7101673343,point,B,,True
215,340.4156188634,318.8784736199,point,B,,True
216,284.475636136,261.4873399015,point,A,,True
217,282.5942177037,352.225991594,point,A,,True
218,281.4792678333,345.0149624538,point,B,,True
219,267.8335324246,325.1856666279,point,A,,True
220,306.2025038323,251.1914578816,point,B,,True
221,366.5066881836,280.6166949077,point,A,,True
222,268.4654505051,251.8763287238,point,A,,True
223,308.8161946122,251.7957411008,point,B,,True
224,341.7698999905,255.8146776749,point,A,,True
225,327.3062071755,345.2256518374,point,B,,True
226,317.3464916191,361.3310347122,point,A,,True
227,258.7213775532,264.9566104114,point,B,,True
228,353.7644456977,340.8787905967,point,B,,True
229,309.8218626113,351.46623549,point,B,,True
230,260.8959022246,346.0948715434,point,B,,True
231,331.3056737187,333.3637649808,point,A,,True
232,258.5598859791,351.2055031946,point,B,,True
233,350.2294801632,310.9481083988,point,A,,True
234,282.5109073189,234.4147081179,point,B,,True
235,358.1455005474,279.0742711682,point,B,,True
236,337.4564055113,325.3735072932,point,A,,True
237,335.0851081636,325.6717086186,point,B,,True
238,333.8516923872,349.5782777132,point,A,,True
239,337.0191521595,265.9273525568,point,A,,True
240,321.3476357974,239.0627075509,point,A,,True
241,290.366640808,349.6844795372,point,B,,True
242,342.6573388959,298.7359636581,point,B,,True
243,269.4886345811,329.5901294231,point,B,,True
244,250.8886495856,257.4402012506,point,B,,True
245,230.9897831921,301.0835113172,point,A,,True
246,321.3187600461,254.7671493692,point,B,,True
247,262.7573958149,282.2714229419,point,A,,True
248,272.3809993057,342.8224417282,point,B,,True
249,334.1444235031,271.1053821348,point,B,,True
250,325.2755839866,351.4786630479,point,A,,True
251,292.2019284681,252.2043866231,point,B,,True
252,343.2028406471,269.8223926774,point,B,,True
253,324.3352819336,339.7410991836,point,B,,True
254,247.3206027978,303.7467009588,point,B,,True
255,313.0272597754,352.3987913515,point,A,,True
256,298.5604427219,347.1603880293,point,A,,True
257,340.288649782,291.0231026353,point,A,,True
258,240.6991427895,292.3221414051,point,A,,True
259,327.3280088274,244.5663710481,point,A,,True
260,274.2465417444,244.545195704,point,A,,True
261,254.2551340174,309.7910246148,point,B,,True
262,266.792155979,256.4215067896,point,A,,True
263,269.7534778173,362.128990176,point,A,,True
264,345.8285522706,289.4179751674,point,B,,True
265,301.4858640701,340.5629544008,point,B,,True
266,343.5983713459,332.3576660404,point,A,,True
267,246.3880172302,319.7172241073,point,B,,True
268,348.2154395758,300.2289476629,point,A,,True
269,269.2250777917,243.244215666,point,B,,True
270,361.0624992211,271.2996382343,point,A,,True
271,231.0712712669,304.7953205861,point,A,,True
272,273.3040467125,252.6720805326,point,B,,True
273,342.5717404545,279.3313839179,point,A,,True
274,267.790005645,247.3824963743,point,B,,True
275,236.1756374715,279.8074637765,point,A,,True
276,298.5738050206,232.8866288857,point,A,,True
277,265.0335302952,243.9886193886,point,B,,True
278,331.9248523301,265.0793374108,point,A,,True
279,303.7224320684,230.7229918596,point,B,,True
280,272.3813746365,237.4589897272,point,B,,True
281,278.990018447,250.4454912754,point,B,,True
282,272.7942375436,261.9358457898,point,B,,True
283,274.7104752533,340.3232946802,point,B,,True
284,251.5305963621,272.356437641,point,A,,True
285,292.0110652922,247.404931153,point,B,,True
286,248.6859754511,305.5890105041,point,A,,True
287,331.8056403412,259.1599967959,point,A,,True
288,247.5978519487,262.0242131086,point,A,,True
289,282.1064523496,337.1456106649,point,A,,True
290,259.8146031042,266.9888257433,point,B,,True
291,358.6774577916,334.4192847465,point,B,,True
292,308.5656992068,238.684344229,point,A,,True
293,318.8424030353,346.3107753807,point,A,,True
294,327.3301773452,252.7412727587,point,B,,True
295,274.2556162582,245.6506100636,point,B,,True
296,364.3347972353,313.2338617597,point,B,,True
297,265.3941418058,272.4215660871,point,A,,True
298,285.8579625765,354.034866778,point,A,,True
299,322.2799591767,342.9681184643,point,B,,True
300,488.4877955296,478.0443588507,point,A,,True
301,389.9063988966,423.6085495958,point,A,,True
302,498.4273895062,447.6531746873,point,B,,True
303,417.2188558982,480.8490035915,point,B,,True
304,457.2499196516,516.1717943448,point,B,,True
305,499.1677481341,412.0337128744,point,A,,True
306,394.5024599626,448.6692392951,point,B,,True
307,414.1346810763,420.3965240166,point,A,,True
308,449.6916866036,397.3146884876,point,B,,True
309,391.6639894654,416.2407756762,point,A,,True
310,443.7005729146,518.5882954439,point,B,,True
311,468.9236286471,493.8218968401,point,A,,True
312,391.5651052473,477.9561906611,point,A,,True
313,413.2283363682,416.7282333155,point,A,,True
314,510.2237168594,428.2898822311,point,A,,True
315,457.8598048062,498.5377463206,point,B,,True
316,451.0997796877,396.4099735637,point,A,,True
317,470.1977037868,410.0803812226,point,B,,True
318,397.3124380998,441.0204620582,point,B,,True
319,395.3153688659,444.4771643745,point,A,,True
320,517.0127958478,436.5975158099,point,A,,True
321,489.909893225,464.3723642783,point,B,,True
322,475.0381658838,485.6047744986,point,B,,True
323,410.9114287043,393.0764966223,point,A,,True
324,415.6373550143,509.9368406212,point,B,,True
325,493.1829550383,417.4239194538,point,B,,True
326,418.7379877247,398.9252276767,point,A,,True
327,458.1893328539,515.8420719737,point,B,,True
328,448.4890069692,388.9579778022,point,B,,True
329,497.8605136164,482.3316058848,point,B,,True
330,422.7494534354,416.4597628123,point,B,,True
331,426.3356384825,488.5630297141,point,B,,True
332,465.653669549,390.7407170146,point,A,,True
333,423.3757782483,510.4163606006,point,B,,True
334,472.3322635604,511.5924501923,point,A,,True
335,471.7557612594,503.0311513844,point,B,,True
336,404.6324462605,478.5962281684,point,B,,True
337,396.3051816009,427.7913950652,point,A,,True
338,427.5731163054,510.805474636,point,B,,True
339,428.791322534,407.3847431501,point,A,,True
340,432.9657980549,410.9714504103,point,B,,True
341,439.8711966142,407.0808352673,point,A,,True
342,508.3122193619,463.8670699346,point,A,,True
343,490.6668391162,465.1315238453,point,A,,True
344,497.6336714951,429.433584979,point,B,,True
345,399.8670477111,463.8912461323,point,A,,True
346,393.5855426845,436.4618719885,point,A,,True
347,467.3326025022,402.5765766561,point,B,,True
348,464.1582244165,510.4090150277,point,A,,True
349,470.3336716488,409.9957858562,point,A,,True
350,437.5079968353,509.8083032209,point,B,,True
351,398.7881063099,483.1814893721,point,B,,True
352,439.8682964907,390.7574539066,point,B,,True
353,462.2045784171,392.4962156235,point,A,,True
354,456.1470101747,500.6993654903,point,B,,True
355,482.5416691091,394.9282106996,point,B,,True
356,408.9804428751,412.4935532111,point,A,,True
357,413.9080427228,495.5580590044,point,A,,True
358,455.5302030955,392.5825887115,point,A,,True
359,490.249182203,500.5129213501,point,B,,True
360,472.7772039874,407.4626517362,point,A,,True
361,437.6150070601,503.7893503534,point,B,,True
362,509.6029752449,454.5865271819,point,A,,True
363,490.396303821,471.6331454824,point,B,,True
364,393.9023441206,426.8895396503,point,A,,True
365,513.0808624102,478.6465248772,point,B,,True
366,404.9189476574,417.7987119051,point,B,,True
367,502.8514597343,493.4243281932,point,B,,True
368,400.0014706994,405.6744144926,point,A,,True
369,422.6033031241,403.3674090948,point,A,,True
370,420.5848307752,410.3364128523,point,B,,True
371,394.9884051405,460.4249698477,point,B,,True
372,407.8495557139,500.9750843118,point,A,,True
373,401.3328625768,491.8570701376,point,A,,True
374,395.5382213505,425.4598211435,point,B,,True
375,381.8652744524,453.9746743469,point,B,,True
376,462.2239395242,400.3311121332,point,B,,True
377,408.5153167037,422.5018561344,point,B,,True
378,497.0635531904,440.0706854379,point,A,,True
379,409.4680220545,449.0509211021,point,B,,True
380,399.4437087504,428.8059687641,point,B,,True
381,470.3721861932,389.6989844691,point,B,,True
382,494.9752685902,418.9520489363,point,B,,True
383,491.0609119964,480.2624855124,point,B,,True
384,467.9013133551,413.035937637,point,B,,True
385,497.5983747194,482.9387839779,point,A,,True
386,499.3452776898,454.134405534,point,A,,True
387,504.050804389,478.0832984071,point,B,,True
388,395.3775129749,453.1669347829,point,A,,True
389,512.6034135174,453.0699661269,point,A,,True
390,438.0375175234,514.7064817768,point,A,,True
391,458.6263370022,410.6143652337,point,B,,True
392,491.1999157458,424.735495334,point,B,,True
393,387.0323191596,449.6252939926,point,A,,True
394,485.700959274,413.8096068915,point,B,,True
395,397.8574712543,460.3957662907,point,A,,True
396,517.0990462879,439.970317667,point,B,,True
397,442.9853132164,408.7754485056,point,B,,True
398,471.3701648058,499.3688559931,point,A,,True
399,385.6940725146,476.5976296355,point,B,,True
400,492.1746039618,490.1247343615,point,B,,True
401,415.9490881801,405.2746909487,point,A,,True
402,436.0075011006,401.0003401731,point,B,,True
403,415.3306582955,391.8572829578,point,A,,True
404,482.5220637223,422.8153384786,point,B,,True
405,398.4313915223,458.1132423294,point,B,,True
406,485.5251872113,413.9818964458,point,A,,True
407,493.429542354,456.6137018572,point,A,,True
408,500.6489703179,490.5694634396,point,B,,True
409,428.171382613,393.0138115631,point,A,,True
410,443.2426104464,494.5554472672,point,A,,True
411,426.0813330417,496.8507599572,point,A,,True
412,477.5466146074,393.5780121111,point,A,,True
413,498.1762549154,403.9918819692,point,B,,True
414,426.7280021409,399.1180472245,point,B,,True
415,447.7158457859,507.3859595588,point,B,,True
416,397.8050151446,437.230009264,point,B,,True
417,490.1746059231,443.9103039134,point,B,,True
418,478.5077452015,499.3493958094,point,A,,True
419,419.5661018378,483.2978735534,point,A,,True
420,469.5382810887,490.5284948983,point,A,,True
421,410.5681705891,506.0849168856,point,B,,True
422,396.8179474445,469.0464508149,point,B,,True
423,398.6286584164,450.2867394434,point,B,,True
424,464.1830204681,391.3048814854,point,B,,True
425,423.9842351284,507.0798293295,point,B,,True
426,480.7000533384,398.9284479864,point,A,,True
427,469.9351041746,406.9708436049,point,A,,True
428,427.8442821172,492.3756164166,point,B,,True
429,406.7634672749,450.5423400478,point,B,,True
430,449.0105534449,501.8792286039,point,B,,True
431,482.2020096175,481.7053782754,point,B,,True
432,462.4604030913,505.0478527476,point,B,,True
433,414.9318098561,472.5385211759,point,A,,True
434,409.7436610683,419.5850590682,point,B,,True
435,423.831413578,410.2990693257,point,A,,True
436,420.6566122632,480.1354245806,point,B,,True
437,463.1698195491,490.0176807576,point,B,,True
438,416.4718597421,496.9672866082,point,B,,True
439,468.7423127465,410.4745617548,point,B,,True
440,414.3034035822,480.168352167,point,A,,True
441,454.1068070249,513.394727784,point,B,,True
442,418.0113715721,478.0905140963,point,B,,True
443,439.4050315534,493.7093464146,point,A,,True
444,422.0305419389,418.1547316225,point,B,,True
445,397.019736255,476.6425806742,point,A,,True
446,414.8691392349,401.7930786094,point,A,,True
447,481.172885704,495.8410762313,point,B,,True
448,490.1549261259,417.4074723905,point,A,,True
449,401.8447606775,451.9176892173,point,B,,True
450,565.3046605128,655.4478158657,point,A,,True
451,613.1984272586,556.8100985634,point,B,,True
452,554.7880016355,609.8272692478,point,A,,True
453,613.5896438079,641.4459653861,point,B,,True
454,624.2986350203,662.1157832673,point,B,,True
455,575.3324103994,568.2362769021,point,B,,True
456,557.4585911006,589.3064269998,point,B,,True
457,597.0610196817,666.0293847118,point,B,,True
458,591.1123252421,541.8737551182,point,B,,True
459,564.6507340112,624.7650347084,point,B,,True
460,564.9755942795,625.1442148162,point,B,,True
461,653.4461256182,597.8579314093,point,B,,True
462,647.4964337995,618.5706861179,point,A,,True
463,647.0124385867,604.8813915453,point,A,,True
464,571.7620864178,646.5591780103,point,A,,True
465,626.1618727418,562.3478967706,point,A,,True
466,624.5361194741,560.8827649091,point,A,,True
467,563.5297146604,561.1010149547,point,B,,True
468,622.4639605382,653.5615343853,point,B,,True
469,535.2295968251,602.8791317263,point,A,,True
470,601.6219999772,549.4961813148,point,B,,True
471,580.5635571225,659.1153662778,point,B,,True
472,639.242743118,577.1870877306,point,B,,True
473,612.2553082322,647.9323558621,point,B,,True
474,651.1855196195,574.2845592315,point,B,,True
475,535.3631954797,612.5064196031,point,A,,True
476,649.2087459999,594.8361078894,point,A,,True
477,559.1959075433,585.7019258386,point,B,,True
478,647.2220786451,595.2052935098,point,B,,True
479,653.3617877087,626.133291952,point,B,,True
480,567.109737527,643.1289611099,point,A,,True
481,628.6207961569,644.9238931705,point,B,,True
482,646.2661462076,572.7037738603,point,A,,True
483,631.1776041843,558.9912467428,point,A,,True
484,663.35428936,575.2609721304,point,A,,True
485,562.2673003744,632.0642633858,point,A,,True
486,563.5279082434,569.0270970365,point,B,,True
487,592.9451133008,557.0372171606,point,A,,True
488,641.4031298724,649.7718660385,point,A,,True
489,598.6511380694,534.6475001447,point,B,,True
490,622.6051680078,538.2302854295,point,B,,True
491,598.5274758306,541.0150240494,point,B,,True
492,606.1507770119,554.6364531358,point,B,,True
493,615.2325211392,559.3035137877,point,A,,True
494,617.9196113739,553.5925431334,point,B,,True
495,629.665759979,568.3631043748,point,A,,True
496,547.5427127357,572.0391713862,point,B,,True
497,588.5769209417,556.2001024202,point,A,,True
498,560.5314748226,619.7959409024,point,B,,True
499,536.2040473433,602.7435416713,point,A,,True
500,641.4865600136,554.8707267464,point,B,,True
501,639.247024468,623.0897762393,point,A,,True
502,618.5680427208,562.6550708208,point,B,,True
503,595.5333860001,646.0452831327,point,B,,True
504,557.7922974408,574.5837088185,point,B,,True
505,580.1845823833,659.6730953908,point,A,,True
506,555.79877238,592.5455890449,point,B,,True
507,595.9299899662,659.1919712952,point,A,,True
508,565.9042880374,557.9356612034,point,B,,True
509,662.7932920059,580.1644269223,point,A,,True
510,544.1064665172,596.8503898035,point,A,,True
511,642.7468448371,617.223376841,point,B,,True
512,556.9479743488,583.5387384284,point,B,,True
513,551.7994346108,598.7737742484,point,A,,True
514,575.0261738449,662.4857933051,point,A,,True
515,553.681234888,624.0671908307,point,A,,True
516,588.5793614886,665.6117013926,point,B,,True
517,533.2677514944,618.2677155966,point,A,,True
518,558.6618446352,557.060361858,point,B,,True
519,650.7000946279,646.5830950207,point,A,,True
520,572.7362743501,656.8928688546,point,A,,True
521,640.4870198537,577.4419197695,point,A,,True
522,651.7918303652,597.7330655558,point,A,,True
523,562.9851016444,577.976320814,point,A,,True
524,650.936206979,631.0590876814,point,A,,True
525,592.9935489884,650.324108948,point,B,,True
526,659.4842187323,630.2063258264,point,A,,True
527,598.9211580361,531.0105343518,point,B,,True
528,546.2027909134,612.7978398852,point,A,,True
529,545.5250023027,599.7063137507,point,A,,True
530,562.7156056687,625.1769398506,point,B,,True
531,652.2916686233,626.0261458286,point,A,,True
532,545.9274516277,575.5654819214,point,B,,True
533,569.8319945471,640.3214863276,point,A,,True
534,617.9267535293,547.6245812551,point,B,,True
535,565.7956312928,567.0553773039,point,A,,True
536,641.9550640683,585.5021944397,point,A,,True
537,601.6000220085,642.7586646324,point,B,,True
538,573.0297130291,635.5957022747,point,B,,True
539,642.2997150466,598.8785724779,point,B,,True
540,595.8809276424,644.5661590235,point,A,,True
541,643.1496154905,551.4396598635,point,A,,True
542,591.7808435374,666.8379038746,point,A,,True
543,576.2546425811,556.3975491894,point,A,,True
544,608.7549070795,544.3420057944,point,A,,True
545,559.289148785,611.6558056105,point,B,,True
546,628.9683824341,543.9471131022,point,A,,True
547,565.5040201933,578.1389304331,point,A,,True
548,570.6540121698,556.3444620434,point,A,,True
549,561.5814418062,644.3640323272,point,A,,True
550,662.9861558011,592.8242602778,point,B,,True
551,649.1551493591,553.1164456668,point,B,,True
552,602.0606637979,557.0456384652,point,A,,True
553,628.1898628649,540.9686873371,point,B,,True
554,660.2248085664,592.0970040323,point,A,,True
555,621.931635564,645.2338274571,point,A,,True
556,583.4883023703,556.8922066558,point,A,,True
557,559.4463399016,638.0611051028,point,B,,True
558,609.6501875404,653.5256591712,point,A,,True
559,613.2521310121,639.4284468555,point,A,,True
560,572.3382813563,563.5809424187,point,B,,True
561,559.2801495036,610.3994608113,point,B,,True
562,565.9749537006,564.391728168,point,B,,True
563,633.9755627358,564.1498116421,point,A,,True
564,574.5958187217,545.1051322195,point,B,,True
565,584.4190158812,642.3055728851,point,B,,True
566,651.6690776267,610.3334799364,point,A,,True
567,625.5806736145,631.007408977,point,A,,True
568,581.6293848901,636.2375553122,point,B,,True
569,650.8443472184,613.200012242,point,A,,True
570,536.3558890438,589.0790569879,point,B,,True
571,541.127381349,603.1027004512,point,A,,True
572,610.0473345221,667.0803893619,point,A,,True
573,582.8985974082,636.4741303588,point,A,,True
574,618.5652653769,638.5747612585,point,B,,True
575,610.0691570916,656.7835293573,point,B,,True
576,663.3775082271,625.0475990406,point,A,,True
577,639.1988662997,619.6658329217,point,B,,True
578,589.1346462591,561.4159866993,point,B,,True
579,573.2777625408,651.6625833272,point,A,,True
580,576.8388384937,646.8489113847,point,B,,True
581,531.6382656036,610.8344004273,point,B,,True
582,566.7515248096,539.9154765311,point,B,,True
583,659.2384669294,594.1350631314,point,A,,True
584,554.1171200481,567.1465788512,point,B,,True
585,607.1302315802,536.6641092363,point,A,,True
586,576.9677900887,640.9325368068,point,B,,True
587,564.3917410627,655.4740853858,point,B,,True
588,652.002648127,624.1132910203,point,A,,True
589,562.5419889153,553.2462097374,point,B,,True
590,557.7230778876,594.8976614568,point,B,,True
591,544.6656633093,576.1671768373,point,A,,True
592,609.5083433243,551.8884401411,point,B,,True
593,610.971976117,550.1818691614,point,B,,True
594,553.8513580467,586.2732822698,point,B,,True
595,558.8609360205,629.7391456334,point,A,,True
596,638.8436010579,629.5268545338,point,A,,True
597,642.8403238304,590.0419244003,point,A,,True
598,555.2103775849,625.6167562654,point,A,,True
599,656.1616793113,623.4263957153,point,A,,True
600,693.8674719405,867.9628557719,point,B,,True
601,636.5377865431,793.157299142,point,B,,True
602,661.2362112942,777.3879043229,point,B,,True
603,744.3722670453,819.7718987519,point,B,,True
604,715.1429930534,752.8476545922,point,B,,True
605,675.1518904726,845.9447633517,point,A,,True
606,756.865967489,825.9888847072,point,A,,True
607,653.3923103471,804.311437791,point,A,,True
608,630.6209025484,802.2742707619,point,A,,True
609,671.4946827521,740.2551587131,point,A,,True
